isin,year,Scope 1,Scope 2 (location based),Scope 2 (market based),Scope 3 (total),Scope 3 (cat 1),Scope 3 (cat 2),Scope 3 (cat 3),Scope 3 (cat 4),Scope 3 (cat 5),Scope 3 (cat 6),Scope 3 (cat 7),Scope 3 (cat 8),Scope 3 (cat 9),Scope 3 (cat 10),Scope 3 (cat 11),Scope 3 (cat 12),Scope 3 (cat 13),Scope 3 (cat 14),Scope 3 (cat 15),CountryName
CH1176493729,2018,312,117290,105600,132158,58872,235386,61001,232168,176498,155186,238608,159439,257110,42181,188151,91250,109567,8984,75936,SWITZERLAND
CH1176493729,2019,354,32891,66136,48826,174962,205619,280288,68888,15145,70768,215960,34557,132228,139372,30465,71336,59383,250535,178918,SWITZERLAND
CH1176493729,2020,345,247325,154666,286892,186557,178874,157351,176386,143843,25486,245518,275807,281999,138168,180483,199209,227653,93458,165697,SWITZERLAND
CH1176493729,2021,335,283082,139030,238341,46767,232288,107520,40107,111591,232593,213086,98088,57500,1135,81650,76867,154709,152833,201010,SWITZERLAND
CH1176493729,2022,303,258491,39256,236272,267851,257030,31793,214140,7776,196209,94511,280347,210855,227147,56423,110028,266687,21028,149235,SWITZERLAND
CH1176493729,2023,299,56136,193470,187735,278297,106225,161776,15046,163695,150030,173691,91474,39091,271260,29535,239756,51979,72221,220883,SWITZERLAND
US75513E1010,2013,290,38510,273562,269369,278096,108418,68636,252028,253652,59790,251434,229552,220510,223205,97450,50271,102698,88241,80072,UNITED STATES
US75513E1010,2014,295,193123,247598,4585,41559,148588,26326,166673,273727,206595,215230,80703,277515,195053,2385,83220,16502,286665,142074,UNITED STATES
US75513E1010,2015,302,80520,224615,248779,100865,220073,119893,228737,237829,49891,207820,95905,256987,88727,180079,277029,279879,75827,17257,UNITED STATES
US75513E1010,2016,312,186828,9974,173904,43961,143444,160423,74713,251463,88717,177453,9820,217921,269141,52283,103645,93419,144147,227072,UNITED STATES
US75513E1010,2017,356,115991,63941,143394,143902,99100,40551,166240,232914,136088,281425,43320,257488,265147,225805,115297,12205,195407,23215,UNITED STATES
US75513E1010,2018,348,137956,231065,57747,57502,19924,183897,274574,201227,8634,21588,234356,165149,50385,231030,82887,66076,216216,3541,UNITED STATES
US75513E1010,2019,313,6179,246406,120387,245566,247633,106177,99988,10850,152237,215745,245596,286393,248100,220378,268732,152937,154640,117145,UNITED STATES
US75513E1010,2020,327,220529,112105,143394,7982,188961,156900,174234,256031,64719,122845,175065,133377,69997,125671,4309,40486,183171,123838,UNITED STATES
US75513E1010,2021,323,11004,40063,20566,199656,152188,269357,27285,273640,28309,230718,141979,273380,283464,95322,154947,27214,106535,245267,UNITED STATES
US75513E1010,2022,340,285982,125619,17344,52523,68974,60562,222393,225935,115362,88648,76071,41658,217043,239128,200725,46025,162471,80916,UNITED STATES
US75513E1010,2023,348,20711,16281,81771,140878,84362,159087,50466,166553,267539,95451,185253,129561,131793,121050,54610,58714,16050,159164,UNITED STATES
JP3100640006,2013,292,211241,226200,177421,232546,47169,93161,235773,176533,14315,279187,60667,107968,111178,63727,173240,151905,149814,122818,JAPAN
JP3100640006,2014,332,115886,143900,116110,144594,43211,140334,263239,134080,103404,244214,20921,151271,102244,285247,56913,137554,87984,91184,JAPAN
JP3100640006,2015,337,93316,229920,140338,77197,175263,246044,205428,145964,67081,26370,58214,220901,86999,86506,27957,253162,173106,185876,JAPAN
JP3100640006,2016,346,78389,31222,188009,182579,198092,121016,105892,245693,141551,48577,261107,12563,135293,113184,243582,221583,122177,25446,JAPAN
JP3100640006,2017,385,186570,228148,57902,221901,69299,213076,119601,101147,149598,135734,243276,254599,248844,136845,158588,134489,2231,247349,JAPAN
JP3100640006,2018,332,52682,44663,153644,247563,221773,207052,95864,153612,97209,190821,5595,276903,13426,86618,104259,132708,76179,145291,JAPAN
JP3100640006,2019,297,10747,192880,145499,47673,45278,8120,263937,58876,243964,280846,278046,284696,39937,277101,43632,96351,11381,250064,JAPAN
JP3100640006,2020,297,158241,120100,30362,232884,185032,208404,254863,2470,162887,2092,224318,96439,78966,242757,237053,3851,28834,250677,JAPAN
JP3100640006,2021,315,85946,94731,260675,169663,166033,223485,215426,125168,76177,271291,249566,151840,137686,77929,83601,197017,199114,119281,JAPAN
JP3100640006,2022,352,162424,48180,246035,45963,13676,222878,222282,266787,91357,245564,144947,17012,244978,118140,273645,48029,235353,118930,JAPAN
JP3100640006,2023,311,4874,129031,40247,219217,233832,186856,160625,45962,251311,23356,71638,187865,178470,91846,134292,62666,229497,276970,JAPAN
NL0009538784,2013,291,261163,185233,211427,229281,27224,20469,172488,35288,6179,87705,163882,254351,24952,114878,31271,200654,236322,25126,NETHERLANDS
NL0009538784,2014,334,54448,9060,129429,279355,211309,247879,273832,146498,261674,10267,98529,134391,249453,126708,99231,80016,257375,179411,NETHERLANDS
NL0009538784,2015,340,167775,20063,247306,246842,247153,106796,111038,256666,172609,171140,218352,211329,75894,227874,17170,106288,104567,18181,NETHERLANDS
NL0009538784,2016,371,175477,204589,228194,261794,183726,110021,238959,75656,174770,257904,286637,280181,84737,232511,152674,135828,211315,242658,NETHERLANDS
NL0009538784,2017,387,164185,112638,287402,151229,45435,188174,13584,129404,64268,206696,34925,67048,198864,46805,32832,42538,263337,228107,NETHERLANDS
NL0009538784,2018,341,237693,210876,159835,25246,269688,42675,154973,260983,233862,52592,30477,22018,278898,281452,5458,189711,215578,24480,NETHERLANDS
NL0009538784,2019,345,188356,136136,238398,281645,182759,3777,216621,212550,109601,179253,286665,804,219683,24627,76485,226029,205358,190920,NETHERLANDS
NL0009538784,2020,324,107931,193303,102280,70951,207343,274403,143081,21424,144862,32864,128726,151381,159491,84362,172371,156944,112893,76845,NETHERLANDS
NL0009538784,2021,307,269098,3347,48248,195311,31801,183186,133488,167345,126706,72152,37277,181380,226305,252370,235971,222982,268069,67007,NETHERLANDS
NL0009538784,2022,312,138276,167432,118428,134506,90508,67083,97892,260236,152536,251588,226609,24375,192079,261578,148845,253611,50767,215540,NETHERLANDS
NL0009538784,2023,339,59742,48498,40690,32900,226259,27146,286103,111122,71617,109368,176558,22804,207538,132849,153238,6490,247422,31788,NETHERLANDS
US95040Q1040,2013,296,86639,74784,281088,143170,95680,38488,240921,107996,209215,95981,18715,202422,32081,199075,172216,134105,255592,171383,UNITED STATES
US95040Q1040,2014,299,123956,13338,150718,242839,232633,67165,249026,31074,52861,68774,88335,122580,227009,83464,124646,147777,180869,78088,UNITED STATES
US95040Q1040,2015,324,169823,156510,74570,130360,13857,24257,175004,276751,168217,38941,124421,117903,286455,154677,38804,14732,25233,244042,UNITED STATES
US95040Q1040,2016,358,145329,268926,8997,236160,25663,275986,269945,181969,226958,170156,8144,142363,100720,145157,211925,167638,169861,66232,UNITED STATES
US95040Q1040,2017,310,39137,279274,217428,49019,167647,22377,17733,258668,130392,46147,88510,97422,59480,246071,185392,285296,147704,76499,UNITED STATES
US95040Q1040,2018,294,137285,10278,174590,81810,188439,29593,125182,145284,287229,251527,180451,55404,280407,221611,117554,219152,210807,131301,UNITED STATES
US95040Q1040,2019,293,172629,256257,134863,269219,174100,81141,91969,68688,16479,182970,150996,211891,229122,27345,63666,128180,264260,259059,UNITED STATES
US95040Q1040,2020,299,156457,270493,41701,274242,60283,32006,238723,172052,82139,179158,263063,199597,273373,151722,38431,284825,269880,273838,UNITED STATES
US95040Q1040,2021,294,191498,37727,166665,12848,249860,14043,222415,212370,285471,146579,114177,58043,70785,288368,212261,108540,221589,256467,UNITED STATES
US95040Q1040,2022,305,197971,64868,84264,124405,283750,158657,197840,115284,60386,11402,284145,202910,259764,162172,29286,121177,262162,139169,UNITED STATES
US95040Q1040,2023,301,26401,14043,126533,161332,121181,68473,24042,70919,166986,207189,165717,6531,225404,143011,229787,25282,184523,241492,UNITED STATES
JP3197650009,2013,288,103009,68565,256557,201857,107085,54112,149809,106756,183720,239120,95560,13349,57276,130335,164642,30164,226981,22416,JAPAN
JP3197650009,2014,308,251754,100723,62218,43936,172187,173393,145296,279601,151186,141801,6255,211806,177665,232086,198675,230100,198459,117083,JAPAN
JP3197650009,2015,300,39172,469,115293,48312,263860,104354,256348,131619,174691,122317,104666,36471,170182,208480,103206,47771,94844,201071,JAPAN
JP3197650009,2016,339,32992,59170,17446,279309,117771,119159,26669,80983,150572,182017,138393,113077,32409,22840,283434,284706,139399,239655,JAPAN
JP3197650009,2017,322,207565,161747,228592,4736,126872,160338,118514,184331,201953,185726,5708,270422,84291,270340,142944,239779,115763,261160,JAPAN
JP3197650009,2018,302,157339,8828,258817,128124,217656,49765,87243,128593,28809,179008,209564,118714,28710,86549,79213,176604,183634,140266,JAPAN
JP3197650009,2019,297,121230,45842,173484,29163,145443,26335,248779,164355,68138,251458,217453,51139,266671,284719,232787,218924,274023,86174,JAPAN
JP3197650009,2020,291,275082,181452,8771,94314,265943,28132,98778,223494,274436,84376,60769,182128,143550,148002,3744,191782,151780,151479,JAPAN
JP3197650009,2021,292,188320,102205,244509,76721,267071,190591,244434,214070,42727,25698,107896,41257,139567,159780,284515,123593,32997,71326,JAPAN
JP3197650009,2022,306,179961,90917,197959,92020,166540,203178,74140,138759,20526,146579,80959,182531,162430,206205,83402,285419,131193,18374,JAPAN
JP3197650009,2023,334,117478,284969,126057,262115,67616,73524,56835,170984,244559,132759,242130,146926,20102,104322,206765,39743,103756,77309,JAPAN
TH0297010Z02,2013,303,32381,279470,163131,4043,52731,91919,134623,149685,263325,45799,269845,211477,37295,240082,149466,159679,180573,172952,THAILAND
TH0297010Z02,2014,348,191056,94375,162520,51958,87574,241846,90478,170880,165207,272576,149136,77940,85517,139930,125108,278296,260447,47342,THAILAND
TH0297010Z02,2015,385,214895,116168,38102,235507,239245,36199,222530,70492,98925,91844,55762,206951,219746,259934,12900,155040,23549,228021,THAILAND
TH0297010Z02,2016,331,241163,96968,280043,242752,27359,158896,232657,237770,23102,92439,114541,245226,190986,198671,254402,272825,136793,135090,THAILAND
TH0297010Z02,2017,322,287031,123200,14999,190281,250186,180883,53223,187690,173686,174450,221637,6137,252148,258852,163061,261891,277763,258677,THAILAND
TH0297010Z02,2018,292,195602,73304,9230,120882,108959,199359,102193,270451,11595,70780,77579,137495,239689,279912,44403,185708,236307,34533,THAILAND
TH0297010Z02,2019,319,34539,223713,137513,41093,155951,62030,273791,277244,112491,221239,241926,66317,112729,8792,43257,68716,91513,20151,THAILAND
TH0297010Z02,2020,289,114954,22181,73419,181011,143692,228267,104503,225899,124757,171890,82560,224208,167398,173076,160567,106257,48075,11869,THAILAND
TH0297010Z02,2021,331,164028,134639,143291,256487,125948,149609,158752,6356,12689,133940,234270,3636,238707,258536,38475,28151,1917,193539,THAILAND
TH0297010Z02,2022,346,271289,104287,32153,229060,69441,56412,246328,67163,276683,264282,99525,241800,93078,142541,126216,98004,52404,209838,THAILAND
TH0297010Z02,2023,361,176771,49014,91765,197870,256744,20720,132264,270207,27389,43445,266432,262876,14765,203715,202520,148035,263526,205382,THAILAND
US38141G1040,2013,294,285916,41193,70395,143502,206764,101377,3083,87328,170038,55629,202815,149533,185490,202247,74993,95248,201459,244786,UNITED STATES
US38141G1040,2014,323,45415,135259,115438,104949,122055,276092,254896,1003,68732,270584,235522,117929,133499,253368,72228,36476,175835,163380,UNITED STATES
US38141G1040,2015,360,36578,151653,216247,155797,123182,176469,119700,229330,113212,55593,283885,195671,161012,245990,62792,197455,182368,62974,UNITED STATES
US38141G1040,2016,388,33900,161462,219452,155363,19365,12477,205479,161691,181602,148625,168896,249488,18409,68198,231723,130300,84551,93249,UNITED STATES
US38141G1040,2017,378,200922,65522,168778,196475,256456,108759,89480,6251,18483,165923,23941,187220,267702,139810,52109,276868,245187,96601,UNITED STATES
US38141G1040,2018,431,115121,130004,206670,107012,158978,255912,220970,66900,25812,24971,149657,89421,119418,104801,96694,243984,173166,287939,UNITED STATES
US38141G1040,2019,409,114106,141539,20690,61015,68707,44016,104007,3262,216184,8050,45541,158101,260740,107944,103370,21113,48995,150525,UNITED STATES
US38141G1040,2020,407,203591,172586,105817,206561,66699,255406,217223,82503,58339,86937,243315,217060,165696,150065,54042,214180,144147,221142,UNITED STATES
US38141G1040,2021,454,263354,136534,232454,257356,138871,103141,166934,246279,5827,66399,90060,89133,184867,148632,65511,138406,26287,34108,UNITED STATES
US38141G1040,2022,401,47515,12028,170700,195112,224701,31128,217069,261196,6561,11726,114901,16739,1183,14103,225639,106206,106612,71997,UNITED STATES
US38141G1040,2023,431,46102,161382,105837,11310,134054,168053,69129,202628,1849,156665,156958,77319,87448,205218,265867,281049,217985,129151,UNITED STATES
IE00B1RR8406,2013,319,122335,213569,64575,105439,162868,153847,216735,58244,118560,109229,101110,266010,145216,121463,169360,281724,17747,261526,IRELAND
IE00B1RR8406,2014,308,193554,15901,69360,217798,117324,67765,49071,511,233471,107554,255273,181103,132577,199684,114023,122581,260298,4586,IRELAND
IE00B1RR8406,2015,352,211283,112209,266869,233837,63352,240587,104373,226393,90923,32428,287072,8518,148454,68720,143932,136741,162311,223509,IRELAND
IE00B1RR8406,2016,387,174375,39594,109855,95672,212931,219513,33704,157566,66362,240792,196430,4637,112397,281809,127251,202795,199460,190083,IRELAND
IE00B1RR8406,2017,403,83502,86587,74578,123311,14102,254609,46803,287435,136381,136418,270842,245952,198601,67191,11029,149581,17795,66830,IRELAND
IE00B1RR8406,2018,442,280188,278305,286264,156589,10686,7373,25888,247196,160275,243385,268241,274280,146341,33655,129442,230666,261645,275952,IRELAND
IE00B1RR8406,2019,383,180073,283696,188931,267361,152077,287474,128242,62871,46495,272914,146944,82383,11223,138115,131546,30109,260075,202099,IRELAND
IE00B1RR8406,2020,360,246074,209889,196495,208831,145443,171380,4676,157994,182309,202511,22433,18599,27446,69069,173827,132560,208426,82880,IRELAND
IE00B1RR8406,2021,392,45208,157822,226213,272018,73509,203196,137712,281966,212178,51351,156703,279206,256183,17610,196734,48806,213142,198222,IRELAND
IE00B1RR8406,2022,427,177617,185961,98657,154998,261267,54546,88345,28197,99537,195298,180859,185752,100606,161795,92863,54664,96832,161737,IRELAND
IE00B1RR8406,2023,436,105760,148176,178984,117527,80914,225635,245957,193819,144691,267991,225541,33932,158657,194310,270801,35951,68258,78949,IRELAND
US92346J1088,2013,308,85288,183517,164590,116427,54295,76546,261635,64137,223859,4687,88065,266658,151023,88736,136617,117932,214124,120854,UNITED STATES
US92346J1088,2014,340,237522,101646,165806,167632,18615,168774,208063,287353,156365,125088,75460,44669,80215,208987,14760,82458,231883,193071,UNITED STATES
US92346J1088,2015,367,91095,147950,110171,78129,276477,49199,154037,180701,49739,81433,32467,80382,124973,152437,34006,67752,79468,114485,UNITED STATES
US92346J1088,2016,388,271456,256731,2787,153160,6854,208569,272850,117080,27119,282484,196743,251934,265363,283737,61376,182355,104276,266223,UNITED STATES
US92346J1088,2017,416,227462,210733,155258,243739,52635,83090,74779,214682,286527,25250,189947,122829,256244,146748,134279,144379,52387,198983,UNITED STATES
US92346J1088,2018,385,160430,164389,275666,29756,128240,146550,222236,34684,218872,69331,16356,36259,128477,267117,38465,147848,55403,42770,UNITED STATES
US92346J1088,2019,347,205832,14814,213756,15706,26662,158476,102562,1648,214123,67192,261499,137018,52892,202431,240780,65199,80336,197862,UNITED STATES
US92346J1088,2020,325,13917,115135,68494,169892,59928,140017,203294,110504,78710,39722,24292,101673,164787,91706,142836,160944,153075,261876,UNITED STATES
US92346J1088,2021,302,219307,251598,123096,254618,123678,46839,107774,186409,84701,141736,161794,204706,115763,152064,274967,260827,174989,97143,UNITED STATES
US92346J1088,2022,335,146986,100531,126992,207501,94792,92697,56021,132433,215952,134893,210451,187820,89579,1724,195090,200310,70613,213968,UNITED STATES
US92346J1088,2023,340,288210,252549,279679,18418,4130,216565,26529,169008,114091,183509,34651,110282,110410,99660,140608,67230,51561,37383,UNITED STATES
CNE100001WB5,2013,320,208981,145388,64921,12068,176582,77274,14547,22144,242889,58507,178853,191738,50684,133399,74063,134148,258619,29258,CHINA
CNE100001WB5,2014,339,15096,186456,212414,140919,124152,249420,87997,163055,257273,5943,280170,178848,79619,142140,85000,113332,78454,103497,CHINA
CNE100001WB5,2015,366,237990,122654,189728,63042,158454,230559,123421,20276,281407,218741,143549,145844,111822,49486,65878,234035,96767,83913,CHINA
CNE100001WB5,2016,389,141690,144620,209700,177204,284736,187405,224065,134528,93530,21359,96557,203886,44596,4899,24761,105658,202256,286197,CHINA
CNE100001WB5,2017,440,144596,266819,216572,32016,279829,186735,37186,79866,133056,115956,36522,181369,46617,126764,14486,161533,123152,142907,CHINA
CNE100001WB5,2018,396,169807,56628,76912,130688,54299,14132,235532,264718,226106,95428,129142,163595,228947,68285,184570,221160,124656,246137,CHINA
CNE100001WB5,2019,381,233075,99346,231717,276526,433,67595,196912,139326,128803,183318,278166,244331,75864,75835,277222,48767,10224,27578,CHINA
CNE100001WB5,2020,358,121467,272950,80254,254736,130738,249355,284303,247232,46305,61558,98866,63099,236814,137132,45141,15932,101919,30602,CHINA
CNE100001WB5,2021,410,142887,159083,46502,154823,436,80558,192162,145800,135703,80409,106739,179132,139380,214497,229423,54226,274441,102655,CHINA
CNE100001WB5,2022,433,245285,173815,196535,167554,176127,33357,16359,176057,238261,272355,259943,128810,209746,12564,109607,103417,110845,135203,CHINA
CNE100001WB5,2023,375,278671,236616,271220,100663,90283,277221,279754,216814,175491,217623,150474,117345,229434,73497,242720,217670,242988,69522,CHINA
BMG540501027,2013,325,221625,225119,99243,151991,180723,81316,15247,115984,167628,155384,77205,229949,196369,241600,69171,259712,72783,280386,BERMUDA
BMG540501027,2014,338,10088,151213,159160,191280,215584,39345,11046,170966,107641,175583,103830,122625,208036,193638,68268,255369,10329,118166,BERMUDA
BMG540501027,2015,303,133836,60885,141683,125906,263835,145168,103355,183721,110063,2585,145360,41749,159905,165024,253289,41253,103999,192820,BERMUDA
BMG540501027,2016,319,247467,92480,71817,201082,228670,23989,75252,258049,148627,130948,124050,215617,227395,42095,286944,89338,141368,78759,BERMUDA
BMG540501027,2017,329,190181,124529,163504,3328,244263,99284,280250,28785,11091,202747,223170,173131,174687,46644,268458,253641,77714,67079,BERMUDA
BMG540501027,2018,313,138751,190151,164705,73047,165451,53345,1369,211733,46744,146579,204321,202402,221081,70067,130647,166579,214929,109323,BERMUDA
BMG540501027,2019,331,179113,164713,273188,212022,129896,179280,134641,235398,146801,257327,4774,132824,252217,271143,167644,133673,67077,35626,BERMUDA
BMG540501027,2020,331,16083,118048,124383,255696,207201,236252,82936,109910,93831,15571,113445,26619,88487,115126,283003,137405,245077,234550,BERMUDA
BMG540501027,2021,344,246887,235342,251069,224490,250563,169430,207999,118076,280777,245608,20379,9739,965,172878,48690,6812,281239,114060,BERMUDA
BMG540501027,2022,379,288000,184207,57534,198936,23010,21769,81012,156402,72335,28659,42589,92291,11946,144082,56025,227855,198081,157673,BERMUDA
BMG540501027,2023,372,217975,109815,252723,287643,131648,186459,142036,15709,242153,91896,26099,182935,57910,92013,249186,76911,159846,246351,BERMUDA
ES0130960018,2013,317,202613,219020,230541,28962,269287,242298,136707,115127,30259,63027,91973,35870,103798,23019,224836,224784,199353,17266,SPAIN
ES0130960018,2014,323,229588,63191,263364,176660,52254,169832,19705,232282,58231,122313,83054,245648,260534,207818,118898,285451,42826,268763,SPAIN
ES0130960018,2015,308,107922,222623,274868,16706,215739,255263,270256,130215,159263,15541,240100,88193,204261,100278,38157,32031,243962,11812,SPAIN
ES0130960018,2016,346,73746,130651,160462,77257,278672,218006,157285,16459,120654,270144,74264,234735,101975,127066,97690,179162,188890,212893,SPAIN
ES0130960018,2017,384,9144,208202,45416,254836,247450,25445,151672,37245,60706,250935,137268,111563,55676,90804,3910,167142,169519,115167,SPAIN
ES0130960018,2018,331,150393,137712,167944,91953,199141,97279,185768,44643,154943,130046,219587,258693,174072,210654,72808,227048,139858,53484,SPAIN
ES0130960018,2019,293,262115,54726,79969,214372,192653,126052,34410,271301,243330,103469,244510,44689,5194,147420,251359,88831,38702,62145,SPAIN
ES0130960018,2020,322,39952,133449,50981,189453,52803,133242,34544,130981,154683,212158,275847,53750,26018,182179,288320,164930,235116,136540,SPAIN
ES0130960018,2021,332,163424,76963,59437,64349,52083,147318,281213,169005,279049,251875,151967,261770,240123,61487,29607,145632,99719,227510,SPAIN
ES0130960018,2022,337,143169,123522,204928,47620,234991,174575,184346,55078,85231,185128,271130,201911,243907,238486,144711,179593,23174,185700,SPAIN
ES0130960018,2023,367,170498,278983,216694,41541,186133,108060,260322,280391,212853,73701,158160,97412,74464,242892,198310,36083,214036,142722,SPAIN
JO1302311013,2013,316,164115,234775,127795,248206,230052,77475,261653,187625,89528,15513,48315,228314,238459,238383,216434,134994,235737,54518,JORDAN
JO1302311013,2014,330,100293,77037,283137,109810,6202,261336,243724,240461,75078,176846,181958,57214,120958,111941,223189,266393,153131,246146,JORDAN
JO1302311013,2015,352,73418,147114,247465,216438,87717,230733,56400,143292,198569,217088,101565,43598,199810,166404,70408,187840,19043,17740,JORDAN
JO1302311013,2016,384,260206,216394,111041,249000,130673,250786,53513,112358,183214,149424,276277,33644,29102,57101,140458,3575,99618,217984,JORDAN
JO1302311013,2017,387,123857,256254,58578,24177,229994,246776,143512,217438,227039,170460,87832,255608,18153,256684,126386,172684,68339,148748,JORDAN
JO1302311013,2018,444,254004,260094,173013,16033,145808,263307,40815,129591,10965,64055,28732,186060,37530,205985,205497,35681,13227,48325,JORDAN
JO1302311013,2019,439,259616,8108,181137,246161,241465,44114,37893,223009,39815,3152,132274,112005,63875,208845,1757,22115,129289,150400,JORDAN
JO1302311013,2020,482,130567,18121,27195,137278,269742,202495,114387,83841,89160,196883,109770,93636,195661,282367,120585,60228,46426,103862,JORDAN
JO1302311013,2021,487,170243,65739,36493,7149,84510,11420,33684,194747,91617,175914,135534,59227,25595,183765,254861,218814,228761,199589,JORDAN
JO1302311013,2022,414,162765,27648,51729,245179,172388,66776,67661,252888,147395,104663,56592,182679,158491,116951,126089,165070,244877,13174,JORDAN
JO1302311013,2023,353,263605,281752,24975,70518,112732,78195,265997,255709,273201,78308,126083,280628,22856,252190,239188,44780,67724,31944,JORDAN
US9100471096,2013,306,248738,127989,112100,129028,139561,4531,168685,76698,234121,30224,231262,248974,127271,85345,106019,220633,220670,140266,UNITED STATES
US9100471096,2014,331,108789,117677,178312,53774,134280,94087,84248,42769,36676,268962,244494,255644,241160,273918,62141,125908,193277,199563,UNITED STATES
US9100471096,2015,344,171284,128679,70188,150676,225081,188126,104001,15365,45521,114559,61665,259290,118529,80669,99549,281242,100467,220079,UNITED STATES
US9100471096,2016,343,171828,276794,72733,58685,167881,208488,182404,263096,71356,269913,22517,143080,273390,230152,141973,173498,7837,46753,UNITED STATES
US9100471096,2017,309,106280,90440,46438,230439,112376,168262,80116,11333,9882,30972,222472,143419,249925,167036,117798,97490,283485,34550,UNITED STATES
US9100471096,2018,315,173051,51274,285937,286935,78010,188350,277365,66677,42077,96818,190942,256792,13902,134079,149173,97439,157256,282945,UNITED STATES
US9100471096,2019,318,14044,131491,234394,171328,183742,237379,10441,37329,9416,227114,114891,4470,227752,53598,142683,270106,209899,15913,UNITED STATES
US9100471096,2020,329,5176,178804,88530,157488,87324,162458,165288,285782,205540,21259,273377,126235,23872,192098,220341,156084,117226,260171,UNITED STATES
US9100471096,2021,306,44314,238593,229425,218468,246091,91491,5383,63598,20400,160870,63432,232372,36823,218352,150520,250805,123753,43466,UNITED STATES
US9100471096,2022,300,244180,109266,48907,286523,269609,251226,225610,191170,93857,2735,72448,287645,93682,64537,68574,46456,42597,102340,UNITED STATES
US9100471096,2023,294,59137,40615,135483,106614,159362,212556,6695,136068,224887,158343,237971,214233,94825,273130,46861,193333,284116,252012,UNITED STATES
SE0006887063,2013,296,45292,274085,281640,230392,93195,203859,84704,10791,263669,225760,60806,20837,177097,60062,235693,85008,158965,201568,SWEDEN
SE0006887063,2014,335,150810,186997,82897,220308,278396,134284,140403,240787,27316,147614,279902,240320,92608,129016,27579,82298,76860,210832,SWEDEN
SE0006887063,2015,302,131897,274435,1446,219040,43131,88033,41842,224331,68648,269957,131063,158420,156921,173083,213194,250692,213071,60923,SWEDEN
SE0006887063,2016,311,72301,42250,185686,156866,168908,276825,93385,39093,119855,267772,280626,145489,130667,85146,205698,254336,162227,108966,SWEDEN
SE0006887063,2017,306,37753,31757,126306,7882,212849,214117,181208,54201,107986,212960,273157,234599,165062,275877,202339,169990,24075,140656,SWEDEN
SE0006887063,2018,335,9563,117187,106854,173677,26369,136310,125192,97312,83271,38747,212411,14273,219273,128930,174297,60753,246492,44053,SWEDEN
SE0006887063,2019,309,156837,63978,10882,42700,207858,225221,181399,163095,147588,108405,79558,187128,164775,55897,53110,275088,288298,5926,SWEDEN
SE0006887063,2020,294,7358,197951,123538,120225,53510,281233,128895,120592,44290,24195,12293,249335,15222,72558,76164,183357,234871,137599,SWEDEN
SE0006887063,2021,312,175441,26295,238328,19901,173281,115790,205374,248505,171055,235046,250805,10085,200474,134585,29277,176081,34408,66629,SWEDEN
SE0006887063,2022,338,97665,243742,250942,87125,236676,11931,40957,228841,113940,288180,173357,7460,222269,7904,30761,125971,121648,111054,SWEDEN
SE0006887063,2023,345,182899,119053,48755,217574,58112,77393,94479,14595,175612,202640,12887,10718,118757,275666,200653,232675,33179,47056,SWEDEN
CNE100000Q35,2013,304,197003,227899,283020,240992,53829,107004,17001,278589,35035,223494,178091,88193,155026,135256,248526,14016,39894,269197,CHINA
CNE100000Q35,2014,319,55307,140942,97652,217060,206680,258872,3469,179553,3356,131039,237231,176192,81035,186987,25678,44181,88446,17979,CHINA
CNE100000Q35,2015,316,134476,147043,26279,161846,75942,738,154147,156804,251587,73620,142662,248849,235077,152739,249645,250126,70647,231846,CHINA
CNE100000Q35,2016,356,262872,259789,9444,237742,112603,205539,281467,185830,45845,157446,61402,206554,87397,98231,275158,133418,181360,67932,CHINA
CNE100000Q35,2017,324,190568,24687,159973,278284,96066,84710,54723,160171,257146,96920,154513,41420,123779,257728,264649,217019,275854,262685,CHINA
CNE100000Q35,2018,353,7233,200110,98551,10499,117465,214067,203451,156374,4335,175059,150605,208425,73171,122153,239785,40297,284982,48885,CHINA
CNE100000Q35,2019,370,128569,3355,60707,234348,126367,224016,156219,143896,273779,90505,137135,161857,166245,92270,240346,108275,215141,247713,CHINA
CNE100000Q35,2020,402,137364,14434,143394,269534,211071,116960,102476,64736,31323,167456,206735,238972,237691,151447,154954,130400,220328,5793,CHINA
CNE100000Q35,2021,353,38498,238350,123400,200382,88678,118810,154043,4174,30443,275977,15000,14318,212769,220347,25506,242901,200819,135216,CHINA
CNE100000Q35,2022,399,61257,114946,136210,285322,60080,178365,25688,44288,205648,151609,247685,239953,254155,9172,150966,231164,153356,113485,CHINA
CNE100000Q35,2023,364,47626,122875,46155,76106,171480,63160,265280,249376,83088,144067,15795,130165,90406,189376,22715,33727,210268,202456,CHINA
US9026851066,2013,290,258662,200929,228481,248752,202178,81671,284555,276035,190938,279204,105387,45579,120098,47760,182166,261701,23562,246562,UNITED STATES
US9026851066,2014,332,61074,167969,212890,214181,97926,136851,166182,170930,159874,78960,109416,207653,287853,120416,132170,256880,20392,244350,UNITED STATES
US9026851066,2015,307,142027,189478,137849,134489,188458,158940,13263,143292,4148,246613,56811,8257,262979,120461,89724,229987,114516,28868,UNITED STATES
US9026851066,2016,301,231030,67073,237504,149565,78076,242175,120739,89224,409,144783,128303,163644,45456,145283,268801,229854,80975,119805,UNITED STATES
US9026851066,2017,307,54269,264115,80714,206251,16474,202399,146484,38436,266717,152134,118370,181861,237202,133266,81559,115154,104650,125834,UNITED STATES
